,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,EE,LV,LV,LT,LT,AT,AT,BE,BE,DE-LU,DE-LU,FR,FR,NL,NL
5/1/2020,20 - 21,"29,85","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,80",,"36,77",,"36,77",,"36,77",,"40,43",,"45,33",,"39,50",,"42,68",,"35,00"
5/1/2020,21 - 22,"29,47","29,24","29,24","29,24","29,24","29,24","29,61","29,61","29,61","29,61","29,61","29,24","29,24","29,24",,"33,09",,"33,09",,"33,09",,"36,18",,"38,05",,"35,76",,"37,26",,"33,79"
5/1/2020,22 - 23,"28,81","28,16","28,16","28,16","28,16","28,16","29,46","29,46","29,46","29,46","29,46","28,16","28,16","28,16",,"28,16",,"28,16",,"28,16",,"36,78",,"38,51",,"36,49",,"37,57",,"34,90"
5/1/2020,23 - 00,"28,00","26,68","26,68","26,68","26,68","26,68","26,68","26,68","29,52","29,52","29,52","26,68","26,68","26,68",,"26,68",,"26,68",,"26,68",,"32,01",,"35,43",,"30,49",,"35,54",,"31,00"
6/1/2020,00 - 01,"27,89","26,42","26,42","26,42","26,42","26,42","29,16","26,42","29,16","29,16","29,16","26,42","26,42","26,42",,"26,42",,"26,42",,"26,42",,"29,16",,"29,16",,"29,16",,"29,16",,"29,16"
6/1/2020,01 - 02,"27,82","26,50","26,50","26,50","26,50","26,50","29,00","26,50","29,07","29,07","29,07","26,50","26,50","26,50",,"26,50",,"26,50",,"26,50",,"29,00",,"29,00",,"29,00",,"29,00",,"29,00"
6/1/2020,02 - 03,"28,02","27,01","27,01","27,01","27,01","27,01","29,08","29,08","29,08","29,08","29,08","27,01","27,01","27,01",,"27,01",,"27,01",,"27,01",,"29,08",,"29,08",,"29,08",,"29,08",,"29,08"
6/1/2020,03 - 04,"27,81","27,06","27,06","27,06","27,06","27,06","27,72","27,72","28,66","28,66","28,66","27,06","27,06","27,06",,"27,06",,"27,06",,"27,06",,"27,72",,"27,72",,"27,72",,"27,72",,"27,72"
6/1/2020,04 - 05,"28,01","27,03","27,03","27,03","27,03","27,03","27,03","27,03","29,08","29,08","29,08","27,03","27,03","27,03",,"27,03",,"27,03",,"27,03",,"27,03",,"27,03",,"27,03",,"27,03",,"27,03"
6/1/2020,05 - 06,"28,89","27,62","27,62","27,62","27,62","27,62","27,62","27,62","29,65","29,65","29,65","27,62","27,62","27,62",,"27,62",,"27,62",,"27,62",,"28,98",,"28,98",,"28,98",,"28,98",,"28,98"
6/1/2020,06 - 07,"29,62","28,16","28,16","28,16","28,16","28,16","33,18","33,18","30,71","30,71","30,71","28,16","28,16","28,16",,"28,16",,"28,16",,"28,16",,"33,18",,"33,18",,"33,18",,"33,18",,"33,18"
6/1/2020,07 - 08,"30,04","29,08","29,08","29,08","29,08","29,08","34,21","34,21","30,92","30,92","30,92","29,08","29,08","29,08",,"29,08",,"29,08",,"29,08",,"43,13",,"43,13",,"43,13",,"43,13",,"43,13"
6/1/2020,08 - 09,"30,44","29,73","29,73","29,73","29,73","29,73","35,75","35,75","30,90","30,90","30,90","29,73","29,73","29,73",,"29,73",,"29,73",,"29,73",,"44,52",,"44,52",,"44,52",,"44,52",,"44,52"
6/1/2020,09 - 10,"30,73","30,52","30,52","30,52","30,52","30,52","32,52","32,52","30,88","30,88","30,88","30,52","30,52","30,52",,"30,52",,"30,52",,"30,52",,"44,96",,"44,96",,"44,96",,"44,96",,"44,96"
6/1/2020,10 - 11,"31,00","31,12","31,12","31,12","31,12","31,12","32,01","32,01","31,12","31,12","31,12","31,12","31,12","31,12",,"31,12",,"31,12",,"31,12",,"44,00",,"44,00",,"44,00",,"44,00",,"44,00"
6/1/2020,11 - 12,"31,13","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23",,"31,23",,"31,23",,"31,23",,"42,46",,"42,46",,"42,46",,"42,46",,"42,46"
6/1/2020,12 - 13,"31,15","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19",,"31,19",,"31,19",,"31,19",,"41,30",,"41,30",,"41,30",,"41,30",,"41,30"
6/1/2020,13 - 14,"31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08",,"31,08",,"31,08",,"31,08",,"40,51",,"40,51",,"40,51",,"40,51",,"40,51"
6/1/2020,14 - 15,"31,20","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21",,"31,21",,"31,21",,"31,21",,"41,22",,"41,22",,"41,22",,"41,22",,"41,22"
6/1/2020,15 - 16,"31,29","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30",,"34,01",,"34,01",,"34,01",,"43,28",,"43,28",,"43,28",,"43,28",,"43,28"
6/1/2020,16 - 17,"31,75","31,76","31,76","31,76","33,58","31,76","33,58","33,58","31,76","31,76","31,76","31,76","31,76","31,76",,"33,58",,"33,58",,"33,58",,"43,68",,"43,68",,"43,68",,"43,68",,"43,68"
6/1/2020,17 - 18,"31,77","31,74","31,74","31,74","34,05","31,74","34,05","34,05","31,74","31,74","31,74","31,74","31,74","31,74",,"34,05",,"34,05",,"34,05",,"47,90",,"47,90",,"47,90",,"47,90",,"47,90"
6/1/2020,18 - 19,"31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31",,"31,31",,"31,31",,"31,31",,"48,91",,"48,91",,"48,91",,"48,91",,"48,91"
6/1/2020,19 - 20,"30,97","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95",,"34,05",,"34,05",,"34,05",,"45,99",,"45,23",,"45,04",,"49,01",,"45,04"
6/1/2020,20 - 21,"30,59","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58",,"34,00",,"34,00",,"34,00",,"41,89",,"40,00",,"40,28",,"47,03",,"40,00"
6/1/2020,21 - 22,"30,30","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28",,"30,28",,"30,28",,"30,28",,"35,42",,"33,89",,"33,89",,"40,41",,"33,89"
6/1/2020,22 - 23,"29,48","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46",,"29,46",,"29,46",,"29,46",,"34,58",,"33,58",,"33,58",,"38,26",,"33,58"
6/1/2020,23 - 00,"28,78","28,19","28,19","28,19","28,19","28,19","29,07","29,07","29,07","29,07","29,07","28,19","28,19","28,19",,"28,19",,"28,19",,"28,19",,"33,16",,"30,35",,"32,41",,"35,91",,"30,35"
7/1/2020,00 - 01,"27,82","27,16","27,16","27,16","27,16","27,16","28,28","28,28","28,28","28,28","28,28","27,16","27,16","27,16",,"27,16",,"27,16",,"27,16",,"31,06",,"30,00",,"30,75",,"32,10",,"30,00"
7/1/2020,01 - 02,"27,82","27,08","27,08","27,08","27,08","27,08","28,34","28,34","28,34","28,34","28,34","27,08","27,08","27,08",,"27,08",,"27,08",,"27,08",,"31,04",,"31,10",,"31,03",,"31,07",,"30,98"
7/1/2020,02 - 03,"27,83","27,02","27,02","27,02","27,02","27,02","28,47","28,47","28,47","28,47","28,47","27,02","27,02","27,02",,"27,02",,"27,02",,"27,02",,"29,90",,"29,90",,"29,88",,"29,99",,"29,78"
7/1/2020,03 - 04,"27,67","26,98","26,98","26,98","26,98","26,98","28,11","28,11","28,11","28,11","28,11","26,98","26,98","26,98",,"26,98",,"26,98",,"26,98",,"29,89",,"29,02",,"29,00",,"29,05",,"29,00"
7/1/2020,04 - 05,"27,99","27,18","27,18","27,18","27,18","27,18","28,70","28,70","28,70","28,70","28,70","27,18","27,18","27,18",,"27,18",,"27,18",,"27,18",,"29,65",,"29,65",,"29,65",,"29,65",,"29,65"
7/1/2020,05 - 06,"29,03","28,80","28,80","28,80","28,80","28,80","28,80","28,80","29,46","29,46","29,46","28,13","28,13","28,13",,"28,80",,"28,80",,"28,80",,"32,08",,"31,79",,"31,78",,"31,79",,"31,79"
7/1/2020,06 - 07,"29,79","29,96","29,96","29,96","29,96","29,96","30,62","30,62","29,96","29,96","29,96","28,21","28,21","28,21",,"29,96",,"29,96",,"29,96",,"40,87",,"40,84",,"40,87",,"40,87",,"38,73"
7/1/2020,07 - 08,"30,74","29,82","29,82","30,96","37,60","30,96","37,60","37,60","30,96","30,96","30,96","29,55","29,55","29,55",,"37,60",,"37,60",,"37,60",,"49,01",,"49,01",,"49,01",,"49,01",,"49,01"
7/1/2020,08 - 09,"31,12","29,78","29,78","31,15","46,99","31,15","46,99","46,99","31,15","31,15","31,15","29,78","29,78","29,78",,"46,99",,"46,99",,"46,99",,"51,09",,"51,09",,"51,09",,"51,09",,"51,09"
7/1/2020,09 - 10,"31,05","29,83","29,83","30,95","44,05","30,95","47,07","47,07","30,95","30,95","30,95","29,83","29,83","29,83",,"44,05",,"44,05",,"44,05",,"51,12",,"51,12",,"51,12",,"51,12",,"51,12"
7/1/2020,10 - 11,"30,93","29,92","29,92","30,70","47,06","30,70","47,06","47,06","30,70","30,70","30,70","29,92","29,92","29,92",,"47,06",,"47,06",,"47,06",,"49,83",,"49,83",,"49,83",,"49,83",,"49,83"
7/1/2020,11 - 12,"30,75","29,96","29,96","30,57","44,08","30,57","46,98","46,98","30,57","30,57","30,57","29,96","29,96","29,96",,"44,08",,"44,08",,"44,08",,"49,16",,"49,16",,"49,16",,"49,16",,"49,16"
7/1/2020,12 - 13,"30,57","30,15","30,15","30,48","42,03","30,48","42,03","42,03","30,48","30,48","30,48","30,15","30,15","30,15",,"42,03",,"42,03",,"42,03",,"48,43",,"48,43",,"48,43",,"48,43",,"48,43"
7/1/2020,13 - 14,"30,59","30,36","30,36","30,49","42,37","30,49","42,37","42,37","30,49","30,49","30,49","30,36","30,36","30,36",,"42,37",,"42,37",,"42,37",,"47,99",,"47,99",,"47,99",,"47,99",,"47,99"
7/1/2020,14 - 15,"30,50","30,33","30,33","30,50","33,05","30,50","33,05","33,05","30,50","30,50","30,50","30,33","30,33","30,33",,"33,05",,"33,05",,"33,05",,"47,41",,"47,20",,"47,41",,"47,24",,"46,22"
7/1/2020,15 - 16,"30,63","29,97","29,97","30,84","33,05","30,84","30,84","33,05","30,84","30,84","30,84","29,97","29,97","29,97",,"33,05",,"33,05",,"33,05",,"45,87",,"45,38",,"45,87",,"45,48",,"43,10"
7/1/2020,16 - 17,"30,54","29,90","29,90","30,71","37,00","30,71","30,71","37,00","30,71","30,71","30,71","29,90","29,90","29,90",,"37,00",,"37,00",,"37,00",,"45,90",,"45,90",,"45,90",,"45,90",,"45,90"
7/1/2020,17 - 18,"30,33","29,75","29,75","30,54","33,04","30,54","30,54","33,04","30,54","30,54","30,54","29,75","29,75","29,75",,"33,04",,"33,04",,"33,04",,"47,96",,"47,96",,"47,96",,"47,96",,"47,96"
7/1/2020,18 - 19,"30,01","29,80","29,80","30,18","30,18","30,18","30,18","30,18","30,18","30,18","30,18","29,80","29,80","29,80",,"30,18",,"30,18",,"30,18",,"48,11",,"48,11",,"48,11",,"48,11",,"48,11"
7/1/2020,19 - 20,"29,45","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46",,"29,46",,"29,46",,"29,46",,"44,91",,"40,89",,"43,63",,"49,05",,"40,89"
7/1/2020,20 - 21,"28,62","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63",,"28,63",,"28,63",,"28,63",,"43,06",,"30,36",,"33,60",,"47,34",,"30,10"
7/1/2020,21 - 22,"27,96","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98",,"27,98",,"27,98",,"27,98",,"35,01",,"36,39",,"32,93",,"35,31",,"32,93"
7/1/2020,22 - 23,"27,05","26,93","26,93","26,93","26,93","26,93","26,93","26,93","27,41","27,41","27,41","26,93","26,93","26,93",,"26,93",,"26,93",,"26,93",,"35,02",,"31,55",,"31,29",,"35,21",,"31,00"
7/1/2020,23 - 00,"25,88","24,21","24,21","24,21","24,21","24,21","24,21","24,21","27,61","27,61","27,61","24,21","24,21","24,21",,"24,21",,"24,21",,"24,21",,"33,07",,"32,85",,"26,28",,"34,52",,"31,30"
8/1/2020,00 - 01,"20,47","18,95","18,95","18,95","18,95","18,95","18,95","18,95","24,46","24,46","24,46","19,29","19,29","19,29",,"22,07",,"22,07",,"22,07",,"41,48",,"28,90",,"18,95",,"28,90",,"25,27"
8/1/2020,01 - 02,"19,37","4,96","4,96","4,96","4,96","4,96","4,96","4,96","24,82","24,82","24,82","18,63","18,63","18,63",,"4,96",,"4,96",,"4,96",,"39,30",,"27,28",,"4,96",,"27,28",,"25,77"
8/1/2020,02 - 03,"5,08","0,10","0,10","0,10","0,10","0,10","0,10","0,10","22,50","22,50","22,50","16,92","16,92","16,92",,"0,10",,"0,10",,"0,10",,"37,85",,"24,60",,"0,10",,"26,16",,"23,24"
8/1/2020,03 - 04,"4,90","0,11","0,11","0,11","0,11","0,11","0,11","0,11","20,42","20,42","20,42","15,52","15,52","15,52",,"0,11",,"0,11",,"0,11",,"35,09",,"20,86",,"0,11",,"20,86",,"19,76"
8/1/2020,04 - 05,"6,74","1,75","1,75","1,75","1,75","1,75","1,75","1,75","20,01","20,01","20,01","15,52","15,52","15,52",,"1,75",,"1,75",,"1,75",,"36,80",,"19,36",,"1,75",,"20,35",,"19,28"
8/1/2020,05 - 06,"21,06","20,74","20,74","20,74","20,74","20,74","20,74","20,74","23,00","23,00","23,00","20,74","20,74","20,74",,"22,03",,"22,03",,"22,03",,"42,60",,"25,00",,"20,74",,"28,52",,"23,86"
8/1/2020,06 - 07,"25,87","25,57","25,57","25,57","25,57","25,57","25,57","25,57","26,20","26,20","26,20","25,57","25,57","25,57",,"25,57",,"25,57",,"25,57",,"45,98",,"33,05",,"25,57",,"33,05",,"27,70"
8/1/2020,07 - 08,"26,96","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99","26,99",,"26,99",,"26,99",,"26,99",,"48,30",,"40,24",,"32,47",,"41,17",,"40,07"
8/1/2020,08 - 09,"27,27","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34","27,34",,"27,34",,"27,34",,"27,34",,"46,44",,"43,43",,"33,07",,"44,50",,"42,66"
8/1/2020,09 - 10,"27,46","27,24","27,24","27,24","27,24","27,24","27,92","27,92","27,92","27,92","27,92","27,24","27,24","27,24",,"27,24",,"27,24",,"27,24",,"46,09",,"44,03",,"33,05",,"43,90",,"44,21"
8/1/2020,10 - 11,"27,59","27,25","27,25","27,25","27,25","27,25","28,03","28,03","28,03","28,03","28,03","27,25","27,25","27,25",,"27,25",,"27,25",,"27,25",,"46,15",,"45,98",,"34,18",,"43,74",,"46,17"
8/1/2020,11 - 12,"27,60","27,27","27,27","27,27","27,27","27,27","28,02","28,02","28,02","28,02","28,02","27,27","27,27","27,27",,"27,27",,"27,27",,"27,27",,"46,93",,"45,99",,"39,63",,"43,76",,"46,18"
8/1/2020,12 - 13,"27,60","27,29","27,29","27,29","27,29","27,29","28,00","28,00","28,00","28,00","28,00","27,29","27,29","27,29",,"27,29",,"27,29",,"27,29",,"45,99",,"46,10",,"41,35",,"44,50",,"46,85"
8/1/2020,13 - 14,"27,63","27,38","27,38","27,38","27,38","27,38","27,98","27,98","27,98","27,98","27,98","27,38","27,38","27,38",,"27,38",,"27,38",,"27,38",,"45,97",,"44,90",,"44,83",,"44,95",,"44,90"
8/1/2020,14 - 15,"27,88","27,65","27,65","27,65","27,65","27,65","28,06","28,06","28,06","28,06","28,06","27,65","27,65","27,65",,"27,65",,"27,65",,"27,65",,"46,04",,"46,04",,"46,04",,"46,04",,"46,04"
8/1/2020,15 - 16,"28,13","27,85","27,85","28,44","28,44","28,44","28,44","28,44","28,44","28,44","28,44","27,85","27,85","27,85",,"28,44",,"28,44",,"28,44",,"46,33",,"46,33",,"46,33",,"46,33",,"46,33"
8/1/2020,16 - 17,"28,55","27,82","27,82","28,88","28,88","28,88","28,88","28,88","28,88","28,88","28,88","27,82","27,82","27,82",,"28,88",,"28,88",,"28,88",,"47,90",,"47,90",,"47,90",,"47,90",,"47,90"
8/1/2020,17 - 18,"28,71","27,62","27,62","29,02","34,05","29,02","39,07","39,07","29,02","29,02","29,02","27,62","27,62","27,62",,"34,05",,"34,05",,"34,05",,"52,16",,"55,06",,"51,21",,"53,53",,"58,92"
8/1/2020,18 - 19,"28,68","27,63","27,63","28,95","46,71","28,95","42,94","46,71","28,95","28,95","28,95","27,63","27,63","27,63",,"46,71",,"46,71",,"46,71",,"55,92",,"55,92",,"55,92",,"55,92",,"55,92"
8/1/2020,19 - 20,"28,45","27,64","27,64","28,72","36,12","28,72","36,12","36,12","28,72","28,72","28,72","27,64","27,64","27,64",,"36,12",,"36,12",,"36,12",,"54,15",,"55,93",,"53,69",,"54,94",,"56,67"
8/1/2020,20 - 21,"28,06","27,33","27,33","27,33","29,03","27,33","29,03","29,03","28,60","28,60","28,60","27,33","27,33","27,33",,"29,03",,"29,03",,"29,03",,"48,10",,"48,10",,"48,10",,"48,10",,"48,10"
8/1/2020,21 - 22,"27,76","27,06","27,06","27,06","27,06","27,06","29,75","29,75","28,51","28,51","28,51","27,06","27,06","27,06",,"27,06",,"27,06",,"27,06",,"44,92",,"44,92",,"44,92",,"44,92",,"44,92"
8/1/2020,22 - 23,"27,10","26,27","26,27","26,27","26,27","26,27","29,88","29,88","28,17","28,17","28,17","26,27","26,27","26,27",,"26,27",,"26,27",,"26,27",,"42,09",,"41,64",,"41,67",,"41,67",,"41,51"
8/1/2020,23 - 00,"26,46","24,29","24,29","24,29","24,29","24,29","27,93","27,93","27,93","27,93","27,93","24,29","24,29","24,29",,"24,29",,"24,29",,"24,29",,"39,41",,"39,41",,"39,41",,"39,41",,"39,41"
9/1/2020,00 - 01,"23,65","21,42","21,42","21,42","21,42","21,42","25,21","25,21","25,21","25,21","25,21","21,42","21,42","21,42",,"21,42",,"21,42",,"21,42",,"34,08",,"34,08",,"34,08",,"34,08",,"34,08"
9/1/2020,01 - 02,"23,53","20,56","20,56","20,56","20,56","20,56","25,34","25,34","25,34","25,34","25,34","20,56","20,56","20,56",,"20,56",,"20,56",,"20,56",,"32,20",,"32,20",,"32,20",,"32,20",,"32,20"
9/1/2020,02 - 03,"23,61","19,98","19,98","19,98","19,98","19,98","27,74","27,74","25,65","25,65","25,65","19,98","19,98","19,98",,"19,98",,"19,98",,"19,98",,"32,56",,"32,56",,"32,56",,"32,56",,"32,56"
9/1/2020,03 - 04,"23,95","21,08","21,08","21,08","21,08","21,08","32,11","32,11","25,72","25,72","25,72","21,08","21,08","21,08",,"21,08",,"21,08",,"21,08",,"32,35",,"31,08",,"32,35",,"30,42",,"32,11"
9/1/2020,04 - 05,"24,89","23,33","23,33","23,33","23,33","23,33","29,00","29,00","25,93","25,93","25,93","23,33","23,33","23,33",,"23,33",,"23,33",,"23,33",,"31,04",,"28,86",,"29,00",,"28,80",,"29,00"
9/1/2020,05 - 06,"26,16","26,24","26,24","26,24","26,24","26,24","28,10","28,10","26,24","26,24","26,24","24,89","24,89","24,89",,"26,24",,"26,24",,"26,24",,"35,04",,"28,92",,"30,86",,"28,87",,"29,00"
9/1/2020,06 - 07,"26,48","26,53","26,53","26,60","36,17","26,60","36,17","36,17","26,60","26,60","26,60","25,87","25,87","25,87",,"36,17",,"36,17",,"36,17",,"45,33",,"35,21",,"38,95",,"34,99",,"35,28"
9/1/2020,07 - 08,"27,35","26,14","26,14","27,70","45,74","27,70","46,50","46,50","27,70","27,70","27,70","26,14","26,14","26,14",,"45,74",,"45,74",,"45,74",,"46,92",,"46,27",,"46,86",,"46,16",,"46,50"
9/1/2020,08 - 09,"27,86","26,36","26,36","28,25","46,76","28,25","47,85","47,85","28,25","28,25","28,25","26,36","26,36","26,36",,"46,76",,"46,76",,"46,76",,"47,92",,"47,63",,"47,92",,"47,51",,"47,85"
9/1/2020,09 - 10,"27,83","26,54","26,54","28,31","44,59","28,31","45,68","45,68","28,31","28,31","28,31","26,54","26,54","26,54",,"44,59",,"44,59",,"44,59",,"45,94",,"45,68",,"45,68",,"45,68",,"45,68"
9/1/2020,10 - 11,"27,92","26,64","26,64","28,40","42,56","28,40","43,61","43,61","28,40","28,40","28,40","26,64","26,64","26,64",,"42,56",,"42,56",,"42,56",,"45,09",,"43,61",,"43,61",,"43,61",,"43,61"
9/1/2020,11 - 12,"27,92","26,71","26,71","28,37","39,04","28,37","40,00","40,00","28,37","28,37","28,37","26,71","26,71","26,71",,"39,04",,"39,04",,"39,04",,"45,27",,"40,17",,"40,00",,"40,17",,"40,00"
9/1/2020,12 - 13,"27,93","26,90","26,90","28,29","36,17","28,29","36,17","36,17","28,29","28,29","28,29","26,90","26,90","26,90",,"36,17",,"36,17",,"36,17",,"45,22",,"37,33",,"37,06",,"37,67",,"37,06"
9/1/2020,13 - 14,"27,92","26,96","26,96","28,37","32,64","28,37","32,64","32,64","28,37","28,37","28,37","26,96","26,96","26,96",,"32,64",,"32,64",,"32,64",,"45,23",,"34,04",,"33,45",,"34,04",,"34,04"
9/1/2020,14 - 15,"28,08","27,13","27,13","30,90","31,43","30,90","31,43","31,43","28,50","28,50","28,50","27,13","27,13","27,13",,"31,43",,"31,43",,"31,43",,"45,91",,"32,90",,"32,20",,"32,90",,"32,90"
9/1/2020,15 - 16,"28,28","27,27","27,27","31,10","31,10","31,10","31,10","31,10","28,76","28,76","28,76","27,27","27,27","27,27",,"31,10",,"31,10",,"31,10",,"45,21",,"32,54",,"31,86",,"32,54",,"32,54"
9/1/2020,16 - 17,"28,44","27,35","27,35","32,59","32,59","32,59","32,59","32,59","28,98","28,98","28,98","27,35","27,35","27,08",,"44,74",,"44,74",,"44,74",,"45,00",,"33,21",,"32,59",,"33,21",,"33,21"
9/1/2020,17 - 18,"28,69","27,33","27,33","42,85","42,85","42,85","42,85","42,85","28,91","28,91","28,91","27,33","27,33","26,95",,"42,85",,"42,85",,"42,85",,"45,00",,"42,93",,"42,85",,"42,85",,"42,93"
9/1/2020,18 - 19,"28,58","27,35","27,35","40,72","40,72","40,72","40,72","40,72","28,71","28,71","28,71","27,35","27,35","26,91",,"40,72",,"40,72",,"40,72",,"44,97",,"45,63",,"41,73",,"44,23",,"45,86"
9/1/2020,19 - 20,"27,95","27,38","27,38","28,33","28,33","28,33","28,33","28,33","28,33","28,33","28,33","27,38","27,38","26,89",,"28,33",,"28,33",,"28,33",,"44,92",,"41,03",,"40,31",,"41,60",,"41,03"
9/1/2020,20 - 21,"27,54","27,37","27,37","27,64","27,64","27,64","27,64","27,64","27,64","27,64","27,64","27,37","27,37","26,83",,"27,64",,"27,64",,"27,64",,"42,32",,"33,89",,"32,96",,"33,89",,"32,96"
9/1/2020,21 - 22,"27,50","27,55","27,55","27,55","27,55","27,55","27,55","27,55","27,55","27,55","27,55","27,55","27,55","26,71",,"27,55",,"27,55",,"27,55",,"42,02",,"31,26",,"30,72",,"31,34",,"30,90"
9/1/2020,22 - 23,"26,86","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,90","26,57",,"26,90",,"26,90",,"26,90",,"34,08",,"31,30",,"31,02",,"31,30",,"31,02"
9/1/2020,23 - 00,"26,40","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,41","26,39",,"26,41",,"26,41",,"26,41",,"34,03",,"29,70",,"29,14",,"30,12",,"29,70"
10/1/2020,00 - 01,"26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07","26,07",,"26,07",,"26,07",,"26,07",,"30,07",,"28,06",,"26,94",,"27,81",,"28,00"
10/1/2020,01 - 02,"25,98","25,95","25,95","25,95","25,95","25,95","26,01","26,01","26,01","26,01","26,01","25,95","25,95","25,95",,"25,95",,"25,95",,"25,95",,"31,04",,"27,67",,"26,59",,"27,62",,"27,60"
10/1/2020,02 - 03,"25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81","25,81",,"25,81",,"25,81",,"25,81",,"31,02",,"28,33",,"25,81",,"27,54",,"28,12"
10/1/2020,03 - 04,"25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89",,"25,89",,"25,89",,"25,89",,"29,46",,"26,72",,"25,89",,"26,47",,"26,75"
10/1/2020,04 - 05,"26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20","26,20",,"26,20",,"26,20",,"26,20",,"30,10",,"26,95",,"26,20",,"26,70",,"27,07"
10/1/2020,05 - 06,"26,95","26,95","26,95","26,95","26,95","27,46","26,95","26,95","26,95","26,95","26,95","26,95","26,95","26,95",,"27,46",,"27,46",,"27,46",,"37,99",,"27,95",,"26,95",,"28,20",,"27,95"
